Column1;date;username;tweet;location;label
285;26/12/2022 19:40;FirmanOriIndo;Waspada Anies Baswedan bersama FPI !!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/PA7lhxEjJt;BANTEN;0
286;26/12/2022 19:37;money_muffins;Anies Baswedan Mulai Gerakan Ormas Terlarang HTI dan FPI dalam MPI Lampung  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/8ufEr5gkqa;BANTEN;0
287;26/12/2022 19:16;Juminten_Sv;Anies Baswedan pendukung ISIS #HTIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #Aniespendukungormasradikal #PribumiLebihBerkualitas  https://t.co/YOml1U8CkG;BANTEN;0
288;26/12/2022 19:15;Juminten_Sv;Jakarta aja rusak ditangan anies baswedan  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/U2sU18qW3F;BANTEN;0
289;26/12/2022 19:07;Juminten_Sv;Anies Baswedan pengkhianat bangsa!!! #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/6noBaIlqlW;BANTEN;0
290;26/12/2022 19:05;dharmaofficiall;@QaillaAsyiqah @aniesbaswedan Kasihan mereka... udah demo ujan-ujanan, ngak dibayar pula (katanya uang demo dibawa kabur koordinator);BANTEN;0
291;26/12/2022 19:04;GeryNelwan;Waspada ! Anies seorang yang intoleran dan radikal Tolak Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/ghFTgwcqhp;BANTEN;0
292;26/12/2022 19:03;GeryNelwan;Anies memecah belah bangsa dengan politik identitas Tolak Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/Lu600F9ZbD;BANTEN;0
293;26/12/2022 19:03;GeryNelwan;Waspada Anies bersama simpatisan ormas terlarang - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/PQzhEzBxp5;BANTEN;0
294;26/12/2022 19:03;GeryNelwan;Anies otak udang, budak kelompok radikal - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/nmoVw07wwP;BANTEN;0
295;26/12/2022 18:01;danieldnl91;@MoTeeTee @BudTeguh @UyokBack @marlina_idha @Mdy_Asmara1701 @AndiSinulingga @abu_waras @ekowboy2 @bachrum_achmadi @NasDem @Relawananies @musniumar @aniesbaswedan @DediMulyadi71 duh 😂😂😂;BANTEN;0
296;26/12/2022 15:52;Justonedy2;@Sukardi2017 @aniesbaswedan Malah menerima di baptis dgn nama Yohanes Anis Baswedan.;BANTEN;0
297;26/12/2022 14:38;masmobit;@QaillaAsyiqah @aniesbaswedan Keren, oratornya juga baca teks...;BANTEN;0
298;26/12/2022 13:40;bonank771;"@Relawananies semoga pak @aniesbaswedan berduet dengan Kang @aheryawan aamiin betulkan @sobataher_ @PKSejahtera @PKSJaksel @pksjabar @PKSDKIJakarta bukan berpasangan dgn si @AgusYudhoyono ane  &amp;keluarga golput kalo berpasangan dengan si @AgusYudhoyono";BANTEN;0
299;26/12/2022 13:15;ANDI_DJUNAIDI;@aniesbaswedan @feryfarhati Hal yg sering dianggap sepele membawa oleh2 utk keluarga di rumah. Padahal ini salah satu yg bisa menambah keharmonisan.  #aniesbaswedan  #untukindonesia;BANTEN;1
300;26/12/2022 13:02;FirmanOriIndo;Anies Baswedan bajingan keparat !!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/xekLWoOplO;BANTEN;0
301;26/12/2022 13:02;FirmanOriIndo;Anies Baswedan hanya bisa bacot !!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/GQkAQOsSyf;BANTEN;0
302;26/12/2022 13:01;FirmanOriIndo;Anies Baswedan munafik #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/IEYjecd3DH;BANTEN;0
303;26/12/2022 13:00;FirmanOriIndo;Anies Baswedan politik identitas !!!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/R1qpA3vN71;BANTEN;0
304;26/12/2022 13:00;FirmanOriIndo;Masyarakat tegas tolak Anies Baswedan !!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/lvYgcMo2sb;BANTEN;0
305;26/12/2022 11:31;Chang67428409;Anies Baswedan otak curang !!!  . #HTIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal;BANTEN;0
306;26/12/2022 11:17;SateMadura170;Warga Lakukan Aksi Demo Tolak Kedatangan Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/bAODB9FvAQ;BANTEN;0
307;26/12/2022 11:00;GeryNelwan;Warga Solo menolak kedatangan Anies yang membawa kampanye politik identitas - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah  https://t.co/dZg6ItAq5i;BANTEN;0
308;26/12/2022 10:59;GeryNelwan;Anies ditolak mentah-mentah oleh masyarakat Solo - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/FYxG57dHtO;BANTEN;0
309;26/12/2022 10:59;GeryNelwan;Anies telah memberikan contoh yang buruk karena curi start kampanye - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah  https://t.co/ry7DOM7ZeL;BANTEN;0
310;26/12/2022 10:59;GeryNelwan;Warga Solo menolak Anies si bapak politik identitas Tolak Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/LsD85dXMyR;BANTEN;0
311;26/12/2022 10:58;GeryNelwan;Surakarta tolak Anies Baswedan karena dia pemecah belah bangsa - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah  https://t.co/1aMKQA1PGe;BANTEN;0
312;26/12/2022 10:53;ammarsuhada;@aniesbaswedan Selamat Natal pak;BANTEN;0
313;26/12/2022 09:44;FirmanOriIndo;Anies Baswedan politik identitas !!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas;BANTEN;0
314;26/12/2022 09:42;FirmanOriIndo;Kebangsatan Anies Baswedan !!!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas;BANTEN;0
315;26/12/2022 09:40;FirmanOriIndo;Anies Baswedan menipu Warga Jakarta !!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas;BANTEN;0
316;26/12/2022 09:29;Jay_Riesman66;@algaruti80 @Ardi39514267 @marlina_idha Betul sekali ..., @aniesbaswedan emang pintar ..., pintar nilep anggaran, pintar retorika, pintar tatakata ...;BANTEN;0
317;26/12/2022 09:13;Juminten_Sv;Anies Baswedan penyebar hoax!!! #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/Z33KvhIXee;BANTEN;0
318;26/12/2022 09:13;Juminten_Sv;Anies Baswedan pengkhianat bangsa!!! #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/j7XJ8UE09b;BANTEN;0
319;26/12/2022 09:12;Juminten_Sv;Anies Baswedan Keparat!!! #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/VP9PWWR10r;BANTEN;0
320;26/12/2022 09:07;GeryNelwan;Anies kinerjanya bobrok hancur berantakan - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/rBKtHKOYwi;BANTEN;0
321;26/12/2022 09:07;GeryNelwan;Anies radikal dan diperbudak kelompok terlarang - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/69ntBrcVj1;BANTEN;0
322;26/12/2022 09:06;GeryNelwan;Anies seorang yang intoleran dan radikal - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/y8GDhG1hLG;BANTEN;0
323;26/12/2022 09:05;GeryNelwan;Anies manusia perusak dan pembawa bencana bagi NKRI Tolak Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/O1s4cgOtEk;BANTEN;0
324;26/12/2022 09:04;GeryNelwan;"Anies hanya akan membawa perpecahan &amp; kehancuran - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/YCUmdzJ6hI";BANTEN;0
325;26/12/2022 09:04;GeryNelwan;Anies ditolak keras oleh berbagai lapisan warga - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/xyOb9QSlRs;BANTEN;0
326;26/12/2022 09:03;GeryNelwan;Waspada kehadiran Anies membawa kehancuran - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/h82yVG7jLB;BANTEN;0
327;26/12/2022 09:03;GeryNelwan;Anies budak dari ormas radikal gak bisa kerja - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/0sGvOSbT9Y;BANTEN;0
328;26/12/2022 08:53;Kadita_ditaa;Bapak Politik Identitas Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/BLd85p3iUS;BANTEN;0
329;26/12/2022 08:36;IndosatF;Banjir dimana mana Anies Baswedan tidak ada prestasi alias bodoh #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/3lJxVsnB9K;BANTEN;0
330;26/12/2022 08:36;IndosatF;Bnyak omong Anies Baswedan tidak ada prestasi alias bodoh #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/9zO3dN2SFM;BANTEN;0
331;26/12/2022 08:35;IndosatF;5 tahun dijakarta gada hasil Anies Baswedan tidak ada prestasi alias bodoh #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor  https://t.co/Ejk3qHEpPF;BANTEN;0
332;26/12/2022 08:35;IndosatF;Anies bapak politik Anies Baswedan tidak ada prestasi alias bodoh #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah  https://t.co/x6F4Sfr9qO;BANTEN;0
333;28/12/2022 06:09;NusantaraSetya;@Tita83079013 @aniesbaswedan Anies emang sesat;BENGKULU;0
334;27/12/2022 23:35;mung_paryono;@LANGKAHANIES @aniesbaswedan @bos_sir Ooooo... Yang sekarang namanya Yohanes Anis Rasid Baswedan Singh itu ya...;BENGKULU;0
335;27/12/2022 23:24;Lambe_Nggambleh;Anies Bawesdan Kunjungi Pasar Gede Solo, Sunyi Sepi Fans Anies Kadrun Pada Sembunyi #aniesbaswedan #Trending #Trendingtopic #viral #lambenggamblehjogja    https://t.co/fPCx03AWgN  https://t.co/FuVgjEHQnQ;BENGKULU;0
336;27/12/2022 21:56;iwandermawan63;@Metro_TV @infoBMKG Ya curah hujan ekstrim...istilah zaman @aniesbaswedan ... Sering terlontar....semoga tidak sebesar itu ...malah mengecil....amin;BENGKULU;0
337;27/12/2022 21:41;Kevin_ant5;@aniesbaswedan @feryfarhati  https://t.co/qGkX0hhhkA;BENGKULU;1
338;27/12/2022 20:49;TeguhSudarisman;"@ch_chotimah2 ""Maafkan aku mengecewakanmu, Mas Kus,"" kata @aniesbaswedan. ""Teruslah nyinyir meski nggak berguna."" 💪💪  https://t.co/YVdHGwsrsc";BENGKULU;0
339;27/12/2022 20:29;masochim;Masih ingatkah kau yohanes @aniesbaswedan ..? Dasar munafiq  https://t.co/Wb2pkx3XvG;BENGKULU;0
340;27/12/2022 20:10;RencangAH;Udah tau kan siapa yang jadi pilihan rakyat ? #kerjauntukindonesia #GolkarIndonesia #airlanggahartarto #Pilpres #Pilpres2024 #Pemilu #aniesbaswedan @airlangga_hrt @Golkar2024 @golkar_id @PemimpinBangsa3 @CaryaAirlangga @KoncoAirlangga @putuagenggribig @CapresGolkar  https://t.co/tWSCC54zvy;BENGKULU;0
341;27/12/2022 20:07;masochim;Rakyat sudah cerdas dan bisa bedain mana yg bisa kerja dan mana yg biasa berbohong. Bukan begitu Yohanes @aniesbaswedan;BENGKULU;0
342;27/12/2022 20:02;masochim;Ngebacot aja lu nies @aniesbaswedan;BENGKULU;0
343;27/12/2022 19:57;Nawawi079;@NasDem Tolong pasang spanduk di daerah Jagakarsa, khususnya Srengseng sawah, foto @aniesbaswedan dan lambang Parpol NasDem;BENGKULU;0
344;27/12/2022 19:51;Junz_backup;@petruspasaribuu @aniesbaswedan @prabowo @Gerindra Lain diucap lain pula yg dilakukan.;BENGKULU;0
345;27/12/2022 19:27;money_muffins;Jangan kan ngomong, Anies Baswedan diamnya pun dustai  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/Gj0KMin4Gt;BENGKULU;0
346;27/12/2022 19:24;money_muffins;Ternyata Rizieq Shihab Hasut Jamaah MPI Lampung di Rumahnya Petamburan agar mendukung Anies Baswedan  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah  https://t.co/ruokROPYTp;BENGKULU;0
347;27/12/2022 19:22;FirmanOriIndo;Kemunafikan Anies Baswedan !!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/9znEsVmHhl;BENGKULU;0
348;27/12/2022 19:22;FirmanOriIndo;Anies Baswedan pelaku politik identitas !!!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/wRtnvNqHBI;BENGKULU;0
349;27/12/2022 19:22;FirmanOriIndo;Nafsu kotor Anies Baswedan !!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/yPnIHH3OE9;BENGKULU;0
350;27/12/2022 19:15;GeryNelwan;Anies seorang yang intoleran dan radikal - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/Aqhu8OQOpU;BENGKULU;0
351;27/12/2022 19:15;herfan03;@WarasWareg @Mdy_Asmara1701 Track record berserak. Belum lama dari 2014, dia udah pernah berjanji ga akan copras capres, sejak kampanye pilgub dki sampe setelah menjabat dki-1. Saya yg bego aja bisa liat, masa org sepinter dia termasuk @aniesbaswedan bisa ketipu?;BENGKULU;0
352;27/12/2022 19:15;GeryNelwan;Anies memecah belah bangsa dengan politik identitas Tolak Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/w7EqGptTSv;BENGKULU;0
353;27/12/2022 19:14;GeryNelwan;Jakarta hancur karena Anies, jangan mau ditipu lagi Tolak Anies Baswedan #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/ZNjpXG9Eip;BENGKULU;0
354;27/12/2022 19:14;GeryNelwan;Waspada Anies bersama simpatisan ormas terlarang - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/2b989XqZpz;BENGKULU;0
355;27/12/2022 19:13;GeryNelwan;Anies otak udang, budak kelompok radikal - Tolak Anies Baswedan - #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal  https://t.co/Cxks12rIyP;BENGKULU;0
356;27/12/2022 19:05;mariakartika55;Tolak keberadaan safari politik Anies Baswedan dimanapun. rakyat tidak butuh sosok Anies #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/qtjgFEPP2P;BENGKULU;0
357;27/12/2022 19:02;ditta_kherang;Anies Baswedan bersama kelompok intoleran !!!  #HTIFPIDukungAnies #AniesDidukungKHILAFAH #AniesNasdemOut  #TenggelamkanAniesBaswedan #TenggelamkanPartaiNasdem #GoodByeNasdemAnies #AniesDidukungKoruptor #AniesPendukungKhilafah #AniesPendukungOrmasRadikal #PribumiLebihBerkualitas  https://t.co/y98d9ZieY2;BENGKULU;0
358;27/12/2022 18:00;Junz_backup;@doelpaten @anton_istianto @AkuAtikaFaya @aniesbaswedan @bachrum_achmadi @marlina_idha @Mdy_Asmara1701 @tatakujiyati Giliran ke Pak Jokowi kalian Cap KAFIR  Kadrun selalu pake Standar Ganda.;BENGKULU;0
359;27/12/2022 17:33;angaripin;@lapen_mocca78 @tkngkbb @aniesbaswedan Yohanes anis baswedan  https://t.co/nsit9qzbUM;BENGKULU;0
360;27/12/2022 16:44;Junz_backup;@alu_gara @ZulaikaSugiarto @Sukardi2017 @aniesbaswedan Sdh lain lg...skrg Yohanes;BENGKULU;0
361;27/12/2022 16:31;UjangHaerudin12;@Sukardi2017 @aniesbaswedan  https://t.co/zxHieg6kht;BENGKULU;1
362;27/12/2022 15:46;YAPSKH72;Hallo Pak Yohanes, gelar baru nih @aniesbaswedan;BENGKULU;0
363;27/12/2022 11:52;tempebalado7;@YakinNazara @ingatturu @aniesbaswedan Makin goblok;BENGKULU;0
364;27/12/2022 11:46;NusantaraSetya;@Tita83079013 @aniesbaswedan Luwar biasa ngawurnya;BENGKULU;0
365;27/12/2022 11:27;Junz_backup;@doelpaten @AkuAtikaFaya @anton_istianto @aniesbaswedan @bachrum_achmadi @marlina_idha @Mdy_Asmara1701 @tatakujiyati Coba tampilkan kawasan bantaran sungai2 di DKI.  Kalo Kawasan Sudirman - Thamrin emang dah dari anda masih bentuk sperma encer sdh KEREN MEMANG.;BENGKULU;0
